Job_Number,Name_of_Work,Contractor,BR_Number,Gross,Nett,Deduction,Category
163-18-000008,Providing chainlink fencing to Ramarao layout playground at Kathriguppe ward no 163,M.Puttaraju,78.0,2472051.0,2184671.0,287380.0,
182-20-000011,Providing concrete patch work in Ward No-182 Padmanabhanagar,SIDDARAJUG,172,404560.0,358880.0,45680.0,
181-19-000005,Providing concreting bad reaches of lanes in ward no 181 Kumaraswamy Layout,TECHNICAL MANAGER (3) KRIDL,207,4442510.0,3934500.0,508010.0,
182-18-000034,"Providing concreting to 6th main, 4th Cross in K. S Layout 2nd stage in Ward no. 182 Padmanabhanagar",C S RANGASWAMY,105,1402065.0,1243765.0,158300.0,
037-20-000035,"Providing consultancy services for preparation of Detailed project report including Estimation,Drawings and Detailed Report for Construction of Individual Houses In Ward No 16 and 37 RR Nagar Constituency",CIVIL SQUARE CONSULT,45.0,490000.0,441000.0,49000.0,
017-20-000021,"Providing consultancy services for preparation of Detailed project report including Estimation,Drawings and Detailed Report for Construction of Individual Houses In Ward No 17 RR Nagar Constituency",CIVIL SQUARE CONSULT,44.0,490000.0,441000.0,49000.0,
069-20-000031,"Providing consultancy services for preparation of Detailed project report including Estimation,Drawings and Detailed Report for Improvements of Laggere Slum in Ward No 69 in RR Nagar Constituency",CIVIL SQUARE CONSULT,42.0,487000.0,438300.0,48700.0,
016-20-000026,"Providing consultancy services for preparation of Detailed project report including Estimation,Drawings and Detailed Report for Improvements of Siddhartha Nagara Slum in Ward No 16 in RR Nagar Constituency",CIVIL SQUARE CONSULT,43.0,390000.0,351000.0,39000.0,
184-17-000062,Providing cross Boards and Ornamental Boards in ward no 184 Uttarahalli,KRIDL9448644063,BR - 000162 / 29-Jun-2018CBR - 008736 / 02-Mar-2020Rtgs - 000417 / 06-Mar-2020,1999400.0,1706890.0,292510.0,
173-20-000054,Providing depot collections for the year 2019-20 in Jakkasandra ward no.173,M  KUMAR,233.0,384225.0,317785.0,66440.0,
154-19-000028,Providing essential infrastructure and other works to Kala Bhavana in Ward No.154,SREE BHARATHI ELECTR,3.0,9511166.0,9046478.0,464688.0,
079-18-000031,Providing fencing to BBMP Properties at Ward No.79 ,S Manjunatha,190.0,2898776.0,2754058.0,144718.0,
115-19-000017,Providing fencing to BBMP vacant properties in ward No. 115 Vannarpete,NANDISH  GOWDA.G.R,14.0,4698420.0,4485435.0,212985.0,
179-17-000051,Providing fencing wall at ward office and repairs to Tailoring hall and ward office in ward no 179,Raghava C.V,130,494078.0,446618.0,47460.0,
190-16-000009,Providing fixing sign borads in ward no 190,Saravanan M0011223344,BR - 000225 / 30-Aug-2016CBR - 003858 / 16-Jul-2018Rtgs - 000128 / 18-Jul-2018,490135.0,432443.0,57692.0,
139-20-000022,Providing flexible pipelines to motor pumpset at K R Market in ward no 139 ,SHREE VINAYAKA ELECT,38.0,238108.0,226477.0,11631.0,
104-18-000035,Providing furniture s to Shakthi Soudha building for the year 17-18 in ward no 104 Govindarajanagara,"Executive Engineer-2, KRIDL (West)",115.0,999721.0,939721.0,60000.0,
179-20-000015,Providing furniture to revenue office in Shakambarinagar in ward No 179,RAGHAVA C V,5,475544.0,456821.0,18723.0,
104-18-000036,Providing furniture-s to Palike Soudha building for the year 17-18 in ward no 104 Govindarajanagara,KRIDL,157.0,2499400.0,2184475.0,314925.0,
167-17-000023,Providing furnitures and other items for Mahilamandali building at Shastrinagar in Ward No-167,B N MOHANKUMAR,90,524345.0,476800.0,47545.0,
183-18-000031,Providing grill work to Bhuvaneshwari nagar in ward no 183,N VENKATESH,44.0,4319060.0,3901200.0,417860.0,
004-19-000082,"Providing grills at Allalasandra lake in ward no 04, Yelahanka Division",N N SREENIVASAIAH,175.0,1190412.0,1128980.0,61432.0,
076-19-000017,Providing installation of CC Camera in and around ward no 76 Gayathrinagar,NIKSHEP INFRA PROJEC,,661248.0,0.0,0.0,
153-18-000051,Providing missing slabs and kerbs in ward no 153,GANGADHARESHWARA CON,115.0,887600.0,845850.0,41750.0,
035-19-000076,Providing mustering and D-Mustering preparaation for 157 Malleshwaram constitituency for 2019 Lokasabha Election,Sri Manjukumar  ,34.0,523054.0,500038.0,23016.0,
003-18-000070,Providing necessary arrangements for Gamesha immersion work in ward no 04,"Krishna Construction Prop. C.Hemaganesh, ",85.0,515279.0,495256.0,20023.0,
106-18-000037,Providing new pipeline and repairs to existing pipeline in 6th block and adjacent area in ward no 106,Technical Manager West KRIDL,78.0,1999104.0,1827122.0,171982.0,
167-21-000048,Providing new sculptures in Yediyur lake in ward no 167,VAJRAGIRI GROUP,39,1036200.0,950598.0,85602.0,
111-17-000017,Providing of Lift Operators to Lifts at Public Utility Building in ward no 111,SRI SAI ELECTRICALS ,78,1064210.0,958806.0,105404.0,
050-19-000032,"Providing of M.S Tubular poles, AB Cables and control switches in C.V Ramannagara Constitueny ",ANVITHINFRA,168,736025.0,697331.0,38694.0,
018-19-000057,"Providing of M.S Tubular poles, AB Cables and control switches in Hebbal Constituency ",ANVITHINFRA,174.0,884802.0,792750.0,92052.0,
078-19-000073,"Providing of M.S Tubular poles, AB Cables and control switches in Pulikeshinagara Constituency ",AADITYAELECTRICALS,82.0,676840.0,643752.0,33088.0,
027-19-000026,"Providing of M.S Tubular poles, AB Cables and control switches in Sarvagnanagara Constitueny ",SRI LAKSHMI VARADARA,163,742236.0,711410.0,30826.0,
110-19-000039,"Providing of M.S Tubular poles, AB Cables and control switches in Shivajinagara Constituency ",ANVITHINFRA,183.0,857530.0,766506.0,91024.0,
136-18-000108,Providing of Tubular poles and Street fittings to Edga Ground in ward no 136,Aadithya Electricals,46,144750.0,130441.0,14309.0,
128-18-000063,Providing of Tubular poles and Street fittings to Eid-ga- Ground in ward no 128,G S ELECTRICALS,35.0,341628.0,297856.0,43772.0,
196-17-000012,Providing of chain link fencing to Sy. No 81 Alahalli at BBMP Property in ward no 196 Anjanapura,KRIDL1010101010,BR - 000045 / 30-Jun-2017CBR - 000561 / 30-May-2020Rtgs - 000061 / 05-Jun-2020,10000000.0,8769000.0,1231000.0,
098-18-000026,Providing painting to cistern tanks and crub stones at Prakash Nagara in ward no 98,Karnataka Rural Infrastructure Development Limited			,88.0,997698.0,891022.0,106676.0,
014-18-000353,Providing pathway and other works to Indira Kitchen surrounding area in ward no14,S Manjunath,263.0,492591.0,470930.0,21661.0,
062-18-000013,Providing pathway entrance plaza and development works in 5th main Marappa garden in ward no 62,VENKATESH T L       ,170.0,1784981.0,1715505.0,69476.0,
062-18-000013,"Providing pathway, Entrance plaza and development Works in 5th Main Marappa Garden in Ward No. 62",M/s R G Infra projects Pvt Ltd,114.0,3282579.0,3154091.0,128488.0,
001-21-000012,Providing pipeline and construction chambers to disposal of Rain water at kurlappa layout low laying areas in Kempegowda ward no 01,H E Shashikala ,72.0,5216088.0,5018996.0,197092.0,
075-19-000073,Providing pipeline and other repairs works in ward No.75 Shankarmutt ,VEERESH B           ,143.0,717918.0,631481.0,86437.0,
001-19-000055,Providing pipeline at papanna layout and surrounding areas in kempegowda ward no - 01,RRENGINEERINGWORKS,114.0,266112.0,255772.0,10340.0,
132-18-000001,Providing pipeline distrubtion in Attiguppe in ward no 132,Technical Manager-2,66,1991896.0,1711610.0,280286.0,
067-19-000041,"Providing project Management and consultancy services for the works of package-3 under the P-code of P3398 ( Development works in ward ) in ward No.67 Nagapura sub division,Mahalakshmipuram Division. ",MECADEZ CORE TECHNOL,172.0,154150.0,138735.0,15415.0,
067-19-000041,"Providing project Management and consultancy services for the works of package-3 under the P-code of P3398 ( Development works in ward ) in ward No.67 Nagapura sub division,Mahalakshmipuram Division. ",MECADEZ CORE TECHNOL,40.0,154150.0,138735.0,15415.0,
005-20-000013,Providing pump motors and PVC pipe lines in ward no 5 surrounding Are Byatarayanapura sub division,NATARAJ T,105.0,4954178.0,4510962.0,443216.0,
068-19-000145,Providing raste gundi urgent works in ward No.68 ,LAKSHMINARAYANA     ,460.0,722911.0,688055.0,34856.0,
134-17-000025,Providing renovation to existing Naidu Rangamandira stage in ward no 134,"M/s KRIDL,",89,1998160.0,1746391.0,251769.0,
111-18-000007,Providing repairs and renovation of work to Executive Engineer Project East 21st floor BBMP Nethaji Subhash Chandra Bose Building in ward no 111,M/s KRIDL ,74,1697600.0,1513640.0,183960.0,
014-18-000350,Providing retaing wall at Indira Kitchen in ward no14 ,Sriramareddy,258.0,494356.0,472626.0,21730.0,
003-18-000062,Providing sign and ornamental boards in ward no 03,"Thyagaraj.R.S, ",106.0,931682.0,895221.0,36461.0,
004-18-000063,Providing sign board and ornamental boards A sector and B sector and other area in ward no 04,"N.Shivakumara, ",123.0,1413935.0,1350312.0,63623.0,
004-19-000062,"Providing sign boards and ornamental boards in ward no 04, Yelahanka Division",RAJU C              ,163.0,781760.0,745557.0,36203.0,
081-20-000070,Providing sign boards in ward No 81 Vignan Nagara,GIRISH V S          ,315,967040.0,929174.0,37866.0,
025-20-000020,Providing sodium vapour and LED Fittigs in Horamavu ward No-25 .,ENTIREENTERPRISE,57.0,3104774.0,2797986.0,306788.0,
104-18-000040,Providing solar water heater to SC/ST benificaries in Govindrajnagara ward juridiction in ward no-104,Technical Manager West KRIDL,77.0,4942291.0,4412387.0,529904.0,
189-17-000013,Providing special repairs to BBMP buildings in ward No. 189 Hongasandra,CHIKKANARASIMHAIAH9999999999,BR - 000045 / 08-May-2018CBR - 009748 / 14-Mar-2019Rtgs - 000378 / 20-Mar-2019,1523856.0,1410806.0,113050.0,
154-20-000018,Providing stage and other development works to proposed Kalabhavana at N R Colony in ward no 154,GOPALAKRISHNA P,26.0,5107000.0,4634656.0,472344.0,
104-18-000030,Providing structural glazing and other balance works to multi purpose building shakthi soudha in ward no 104 Govindarajanagara,C M Dayanidhi,125.0,7571612.0,2500000.0,5071612.0,
104-18-000030,Providing structural glazing and other balance works to multi purpose building shakthi soudha in ward no 104 Govindarajanagara,C M Dayanidhi,131.0,829726.0,795709.0,34017.0,
187-17-000019,"Providing supplying of labour, tractors and JCB in ward No 187 Puttenahalli",JAGADISH K9999999999,BR - 000031 / 04-Dec-2017CBR - 005613 / 01-Oct-2019Rtgs - 000226 / 19-Oct-2019,489217.0,448717.0,40500.0,
187-17-000018,"Providing supplying of labour, tractors and JCB in ward No 187 Puttenahalli",JAGADISH K9845020979,BR - 000068 / 30-Jun-2017CBR - 005402 / 27-Aug-2018Rtgs - 000189 / 03-Sep-2018,991080.0,917741.0,73339.0,
163-21-000004,Providing systems and balance works for Multipurpose Building in Kathriguppe in ward no 163,R VELAYUTHAM,12.0,4992898.0,4649086.0,343812.0,
164-21-000004,Providing water Painting and other development works to the BBMP building at Manjunatha colony in Vidhyapeeta ward no 164,R VELAYUTHAM,72,3997000.0,3667474.0,329526.0,
164-21-000001,Providing water proofing and other development works to the BBMP building at Manjunatha Colony in Vidhyapeeta ward no 164,VIJAY,71,8396900.0,7691256.0,705644.0,
111-19-000019,Providing water proofing and other works to Shankar Nag Theatre in ward no 111,M/s M S Raju,1,1241670.0,1190745.0,50925.0,
198-14-000049,Providing water suplly through tankers in Ward No. 198,M/s.KRIDL8904904737,BR - 000212 / 09-Nov-2017CBR - 007964 / 18-Nov-2017Rtgs - 000295 / 21-Nov-2017,4896423.0,4548779.0,347644.0,
077-18-000013,Providing works for painting culvarts and curb stone in ward no 77,Technical Manager  (West) Karnataka Rural Infrastructure Development Limited,107.0,4999029.0,4437479.0,561550.0,
072-18-000031,Providng Project Management and Consultancy Services for the work of Providing Project Management and Consultancy Services for works Package-8,ACCORD CONSULTANTS,296.0,398840.0,358956.0,39884.0,
059-19-000024,"Provision for Tractor during rainy season and emergency time in ward 59, Maruthisevanagara",G C S CONSTRUCTION,203.0,420004.0,398684.0,21320.0,
049-19-000019,"Provision for Tractor during rainy season and emergency time in ward no 49, Lingarajapura",G C S CONSTRUCTION,206,420004.0,398684.0,21320.0,
027-19-000032,"Provision for tractor during rainy season and emergency time in ward no 27, Banasawadi",G C S CONSTRUCTION,205,420094.0,398770.0,21324.0,
049-20-000036,Provission for Tractor During rainy season and Emergency Time in Ward No. 49 Lingarajapura .,ANANTH KUMAR G,110,406964.0,382269.0,24695.0,
094-17-000027,Provoding B S slab for Risaldar colony police quaters to VV giri colony entrance In Ward-94,S T Umesh,192.0,894424.0,786046.0,108378.0,
031-19-000015,REMOVIMG AND CLEANING DEBRIS IN ASHOKNAGAR AND SURROUNDING AREA IN WARD NO 31,M/s KRIDL ,308.0,485462.0,437082.0,48380.0,
031-19-000018,REMOVING AND CLEANING DEBRIS IN KARUMARIYAMMA NAGARA AND SURROUNDING AREA IN WARD NO 31,M/s KRIDL ,165.0,458692.0,412670.0,46022.0,
080-17-000084,RENOVATION OF GANGMAN QUATRES A BLOCK MURPHY TOWN IN WARD NO 80 HOYSALA NAGAR,KRIDL,20,2062047.0,1870278.0,191769.0,
080-17-000085,RENOVATION OF GANGMAN QUATRES B BLOCK MURPHY TOWN IN WARD NO 80 HOYSALA NAGAR,KRIDL,19,2226100.0,2019073.0,207027.0,
080-17-000086,RENOVATION OF GANGMAN QUATRES C BLOCK MURPHY TOWN IN WARD NO 80 HOYSALA NAGAR,KRIDL,18,2826941.0,2564033.0,262908.0,
080-17-000087,RENOVATION OF GANGMAN QUATRES G BLOCK MURPHY TOWN IN WARD NO 80 HOYSALA NAGAR,KRIDL,17,2827455.0,2564504.0,262951.0,
080-18-000004,RENOVATION OF GANGMAN QUATRES IN A B C AND G BLOCK IN BALANCE WORK IN MURPHY TOWN WARD,S Somashekar Reddy,229,4780580.0,4563386.0,217194.0,
080-18-000001,RENOVATION OF GANGMAN QUATRES IN D BLOCK IN MURPHY TOWN WARD NO 080,KRIDL,65,4929701.0,4465000.0,464701.0,
080-18-000002,RENOVATION OF GANGMAN QUATRES IN E BLOCK IN MURPHY TOWN WARD NO 080,KRIDL,38,4996467.0,4526800.0,469667.0,
080-18-000003,RENOVATION OF GANGMAN QUATRES IN F BLOCK IN MURPHY TOWN WARD NO 080,Somashekar Reddy S,230,3846036.0,3672902.0,173134.0,
020-16-000024,REPAIR WORKS TO SC/ST HOUSES AT BHUWANESHWARI SLUM PAPANNA SLUM AND GANGANAGARA GRAMATANA IN WARD NO 20 GANGANAGARA,Rajkumar N,316.0,528054.0,504568.0,23486.0,
020-16-000025,REPAIR WORKS TO SC/ST HOUSES AT SUBRAMANYA COLONY AND HEBBAL A BLOCK IN WARD NO 20 GANGANAGARA,Rajkumar N,317.0,169795.0,161451.0,8344.0,
093-17-000036,REPAIRE TO MARKET COMPLEX AND PROVIDING CHAIN LINK FENCING TO BBMP PROPERTY IN WARD NO 93,N.K. Raaj Ramesh,186.0,393000.0,373020.0,19980.0,
191-13-000020,REPAIRS TO OVERHEAD TANKS AT PARAPPANA AGRAHARA AND KUDLU VILLAGE AND REPAIRS TO TAILARING HALL AT KUDLU IN WARD NO 191 OF BEGUR SUB DIVISION,G Mahesh9900921211,BR - 000081 / 31-May-2017CBR - 005927 / 29-Mar-2021Rtgs - 000323 / 30-Mar-2021,293210.0,234695.0,58515.0,
196-12-000066,REPLACEMENT OF OLD PIPE LINES AND PUMPS IN WARD NO 196,V Chandrashekar9945046648,BR - 000169 / 31-Jul-2014CBR - 002685 / 17-Jun-2016Rtgs - 000066 / 23-Jun-2016,524081.0,453516.0,70565.0,
111-19-000025,REPLACEMENT OF SUMERSIBLE PUMP MOTOR AT PUBLIC UTILITY BUILDING IN WARD NO 111,ANVITHINFRA,121,110500.0,102346.0,8154.0,
024-19-000049,RESERVE FUND FOR EMERGENT WORKS IN WARD NO 24,SHANKARANAIKSSOSHANK,34.0,2000750.0,1796181.0,204569.0,
028-19-000026,RESERVE FUND FOR EMERGENT WORKS IN WARD NO 28,PONNUSWAMYV,90.0,1754501.0,1656493.0,98008.0,
030-19-000018,RESERVE FUND FOR EMERGENT WORKS IN WARD NO 30,K VENKATARAJU,16,1912174.0,1831280.0,80894.0,
068-18-000066,Raising of compound wall to sub division office and near Karnataka bank and other improvement in ward NO.68,KRIDL BHUSIRI  ACCOU,157.0,1992051.0,1716761.0,275290.0,
099-18-000066,Rajajinagar ward no 99 CC Camera Fitting works,KRIDL BHUSIRI  ACCOU,141.0,4846000.0,4290398.0,555602.0,
195-16-000005,Rapair to Office Building of Anjanapura sub Division in ward no 195,K S Ramu9742394755,BR - 000019 / 31-May-2016CBR - 002188 / 25-May-2017Rtgs - 000075 / 27-May-2017,520020.0,453610.0,66410.0,
138-18-000011,Re-construction to BBMP Shishuvihara at Giripuram in Ward No-138,M R Yogesh Kumar,403.0,1678012.0,1497730.0,180282.0,
138-18-000011,Re-construction to BBMP Shishuvihara at Giripuram in Ward No-138,M R Yogesh Kumar,128.0,1407273.0,1256163.0,151110.0,
156-18-000030,Rectification of BWSSB and other facility cutting in ward No-156 Srinagara.,PAVAN KUMAR S N,79,967000.0,846060.0,120940.0,
007-18-000131,Releasing and refixing of tubular poles in Kempapura main raod from Esteem mall in ward No 07,Ningegowda,24.0,100636.0,96725.0,3911.0,
020-18-000028,Remodeling of 108 bus stand area in ward no 20 Ganganagara,RAMESH U,204.0,3000054.0,2858230.0,141824.0,
020-18-000028,Remodeling of 108 bus stand area in ward no 20 Ganganagara,RAMESH U,247.0,6999233.0,6670615.0,328618.0,
042-20-000017,Removal and Debris and overburden of earth in D. Devaraj Urs truck terminal Limited of ward no 42 in RR Nagar Division BBMP,KRIDL BHUSIRI  ACCOU,62.0,19596185.0,17826355.0,1769830.0,
094-15-000022,Removal of Debries In Ward-94 ,S H Purushotham,41.0,895040.0,785944.0,109096.0,
038-18-000070,Removal of Debries in Yeshwanthpura and Peenya Indl Area in Ward No 38,ANAND J             ,68.0,2944220.0,2671065.0,273155.0,
198-14-000018,Removal of Debries in ward no 198 Hemmigepura,KRIDL9845235505,BR - 000047 / 26-May-2016CBR - 000662 / 24-Apr-2017Rtgs - 000034 / 27-Apr-2017,986526.0,867021.0,119505.0,
062-17-000084,Removal of Debries in ward no 62 Ramaswamy Palya,H.R. Shivaram,158.0,2075762.0,1855462.0,220300.0,
077-18-000006,Removal of Debries in ward no 77,Technical Manager  (West) Karnataka Rural Infrastructure Development Limited,62.0,2499736.0,2226315.0,273421.0,
010-20-000013,Removal of Debris and Berm Cutting in 2nd Block BEL Layout Ramachandrapura and Doddabommasandra in Ward No 10 Doddabommasandra Vidyaranyapura Sub Division,GIRISH B,165.0,436400.0,418400.0,18000.0,
010-18-000045,"Removal of Debris and Berm Cutting in 2nd Block BEL Layout, Ramachandrapura, and Doddabommasandra in Ward No. 10, (Doddabommasandra), Vidyaranyapura Sub Division",Madhu M,209.0,439880.0,400384.0,39496.0,
010-20-000093,Removal of Debris and Berm Cutting in Chamundeshwari layout K N V 1st Stage 2nd Stage and Vemanna Layout in Ward No 10 Doddabommasandra Vidyaranyapura Sub Division,Mrs  MADHAVI  C,26.0,839900.0,806262.0,33638.0,
010-20-000021,Removal of Debris and Berm Cutting in K N V 1st Stage 2nd Stage and Vemanna Layout in Ward No 10 Doddabommasandra Vidyaranyapura Sub Division,Vinod Kumar K S,34.0,424500.0,407050.0,17450.0,
010-20-000012,Removal of Debris and Berm Cutting in Nanajappa Layout and Chamundeshwari Layout in Ward No 10Doddabommasandra Vidyaranyapura Sub Division,Vinod Kumar K S,35.0,406750.0,388868.0,17882.0,
010-18-000044,"Removal of Debris and Berm Cutting in Nanajappa Layout and Chamundeshwari Layout in Ward No. 10, (Doddabommasandra), Vidyaranyapura Sub Division.",Bharath kumar V,129.0,449950.0,431500.0,18450.0,
160-20-000101,Removal of Debris and berms Clearing in Ward No 160 Rajarajeshwari Nagar,JRT ENTERPRISES,265.0,870106.0,799300.0,70806.0,
048-19-000256,Removal of Historical Debris and old material in ward no 48 Muneshwaranagar,B P SHANMUGAM,44,875376.0,841359.0,34017.0,
044-18-000089,Removal of Historical debries in Marappanapalya ward no.44,M/S KRIDL,373.0,1998434.0,1773226.0,225208.0,
102-19-000029,Removal of building material and debris in ward no 102,kridl,410.0,998499.0,886019.0,112480.0,
043-19-000034,Removal of building material and debris in ward no 43,R RANGANATH,418.0,764729.0,734302.0,30427.0,
044-19-000075,Removal of building material and debris in ward no 44,SRI SRINIVAS  ENTERP,330.0,795324.0,723603.0,71721.0,
067-19-000018,Removal of building material and debris in ward no 67,RANGARAJU K         ,268.0,747652.0,686269.0,61383.0,
074-19-000013,Removal of building material and debris in ward no 74,SRI SRINIVAS  ENTERP,236.0,775285.0,705372.0,69913.0,
112-20-000050,Removal of debries at South side of Cow sheltor at Drywaste Collection centre in Ward No. 112 Domaluru .,K S Mahalingappa ,73,927200.0,891150.0,36050.0,
043-19-000087,Removal of debries in ward no-43,KRIDL BHUSIRI  ACCOU,139.0,999328.0,885361.0,113967.0,
082-18-000015,Removal of debris in Garudacharpalya ward no-82 ,M.C.PRABHAKARAREDDY,145.0,1993443.0,1800114.0,193329.0,
044-18-000013,Removal of historical debries in ward no.44 Marappanapalya.,KRIDL BHUSIRI  ACCOU,413.0,1997312.0,1757455.0,239857.0,
064-18-000028,"Removal of tree stems, unwanted debries and cleaning of Vyalikaval ground in ward no 64",KRIDL BHUSIRI  ACCOU,144.0,499500.0,449050.0,50450.0,
043-18-000111,Removing debrise in ward no-43, VARUN CONSTRUCTAION,263.0,939777.0,840159.0,99618.0,
023-19-000032,Removing of Debris along Railway Lane in ward no 23 Nagawara,G C S CONSTRUCTION,226.0,1676302.0,1591346.0,84956.0,
023-20-000045,Removing of Debris in Ward No. 23.,Mr  BALAKRISHNA REDD,193.0,416624.0,399598.0,17026.0,
060-19-000025,Removing of Historical Debris and Demolition of Old Buildings Debris in ward no 60 Sagayapuram,M/s KRIDL,259,2977165.0,2682087.0,295078.0,
152-19-000071,Removing of Historical Debris in ward No 152 S G Palya,SIDDARAJUG,95.0,297808.0,286043.0,11765.0,
013-21-000078,Removing of debris in ward no 13 Shettyhalli sub division,AMARAPPA,21.0,832160.0,796608.0,35552.0,
168-20-000017,Rennovation of MP Office (Bangalore South) BBMP Building in 11th main 5th block Jayanagar in ward no 168,KRIDL,86.0,7501906.0,6859271.0,642635.0,
078-17-000070,Renovatins of BBMP Community Hall at Sindhi Colony in Ward No.78 Pulikeshinagar,S.K. Haroon,96.0,1950970.0,1886610.0,64360.0,
110-17-000009,Renovation and Repairs of Chief Health Office in annex building-1 at head office premises,M.SHANKARAPPA       ,129.0,729440.0,701089.0,28351.0,
090-19-000020,Renovation and Repairs to AEE Shivajinagar Sub Division in Ward No:90 ,MUTHU VENGATRAMAN,111.0,1474396.0,1401966.0,72430.0,
065-19-000035,Renovation of ARO Office in ward no 65,Mr. MAHESH GOWDA GUD,43.0,441040.0,399010.0,42030.0,
094-18-000033,Renovation of Ambedkar Bhavan at Risaldar In Ward-94 ,Madhusudhan R,41.0,1496794.0,1341917.0,154877.0,
110-19-000043,Renovation of Basaveshwara Statue at Basava Circle in Ward No.110,KRIDL BHUSIRI  ACCOU,100.0,2781865.0,2488487.0,293378.0,
104-18-000043,Renovation of Revenue BBMP office in ward No 104 Govindarajanagar,Technical Manager West KRIDL,161.0,999740.0,873220.0,126520.0,
005-20-000059,Repair and Replacement of Himast cables ropes in Yelahanka ward no 5 ,SRI CHOWDESHWARI ELE,50.0,99823.0,95943.0,3880.0,
005-18-000076,Repair works of kattigenahlli Ward office in Ward No. 05 Byatarayanapura Sub Division,M Ravi,10.0,467970.0,445200.0,22770.0,
167-20-000024,Repair works to Yediyur market in ward no 167 ,S MANJUNATH,3,5170170.0,4633195.0,536975.0,
084-20-000032,Repairs and Construction of Anna Chathra in Hagaduru at ward no 84 (Hagaduru,PNARAYANASWAMY,280,1984773.0,1765773.0,219000.0,
012-19-000062,Repairs and Installation of MCCB Switch boxes and lines to the Dasarahalli Constituency,GS Electricals,4.0,190700.0,183289.0,7411.0,
055-20-000015,"Repairs and Maintainance of BBMP building in ward no.55, Devasandra.",N T BHARAT STEELS   ,89,949718.0,865043.0,84675.0,
091-18-000021,Repairs and Painting to BBMP Ward Office in Ward No:91 ,Shiridi Putta,24.0,476359.0,457833.0,18526.0,
154-19-000026,Repairs and Renovation of Maternity Home at N R Colony ward no 154,M/s. SRI GAJANANA CO,27.0,1272140.0,1143379.0,128761.0,
108-19-000025,Repairs and Renovation of Rajajinagara Maternity Home in ward no 108,M K RAJESH,36.0,3068845.0,2948595.0,120250.0,
111-17-000027,Repairs and Servicing of D.G Sets in Public utility building in ward no 111,ANVITHINFRA,36,175800.0,170000.0,5800.0,
111-17-000030,"Repairs and Servicing to DG Sets in Austin Town, Ulsoor and Shanthinagar Maternity Homes in Shanthinagar Constituency.",M/s.P.K.Enterprises,18,129000.0,122950.0,6050.0,
178-20-000058,Repairs and addition to Sub division office in ward no. 178,GNANA PRAKASH,51.0,1089967.0,1038108.0,51859.0,
169-19-000065,Repairs and improvements of Telephones lines and other periparals in Jayanagara shoping complex 4th block in ward no 169,M/S Sri Nanjundeshwara Electricals (Ashok K),139.0,84510.0,81890.0,2620.0,
170-20-000011,Repairs and interior work and other improvement works to the buildings in ward no 170 Jayanagar Constituency,Mr  JAGADEESH  D G,3.0,6033845.0,5429853.0,603992.0,
177-20-000025,Repairs and interior work and other improvement works to the buildings in ward no 177 Jayanagar Constituency,SHANTHARAJU C N     ,101.0,2079906.0,1993992.0,85914.0,
179-20-000019,Repairs and interior work in Buildings in in ward no 179 Jayanagar Constituency,M NAVEEN KUMAR,65,4611000.0,4284166.0,326834.0,
169-20-000036,Repairs and interior work in Jayanagar new and old shopping complex in Byrasandra ward no 169,Mr  JAGADEESH  D G,21.0,5265565.0,5052960.0,212605.0,
169-20-000036,Repairs and interior work in Jayanagar new and old shopping complex in Byrasandra ward no 169,Mr  JAGADEESH  D G,78.0,4572706.0,4395011.0,177695.0,
140-18-000060,Repairs and mainatenance to conservancy between 2nd main and 3rd main in Chamrajpet ward no 140,B V Sridhar,256.0,2099758.0,1875088.0,224670.0,
047-19-000064,"Repairs to Ambedkar Bhavana at Bangaragiri nagara and Improvements Surrounding area in Ward No.47, D.J.Halli",ABHISHEK M,114.0,967687.0,881154.0,86533.0,
047-19-000063,"Repairs to Ambedkar Bhavana at Srinivasa nagara and Improvements Surrounding area in Ward No.47, D.J.Halli",JAYARAMAREDDY G,138.0,900067.0,851503.0,48564.0,
078-18-000047,Repairs to BBMP Building and improvements and surrounding area,T. Nataraj,85.0,1800185.0,1711448.0,88737.0,
061-19-000392,"Repairs to BBMP Corporation Buildings and Improvements Surrounding area in Ward No.61, S.K.Garden",ABDUL KHADER,128.0,1789511.0,1701669.0,87842.0,
063-17-000007,Repairs to BBMP Properties in Ward No 63,G.O. Vijayana Gowda,118.0,862000.0,825200.0,36800.0,
065-20-000019,Repairs to D G Set at IPP Building in ward no 65,Pradeep Electricals,30.0,363244.0,345498.0,17746.0,
128-20-000033,Repairs to D G Set at Palike Soudha in ward no 128,SRIVAGDEVIENTERPRISE,82.0,89148.0,84792.0,4356.0,
094-20-000087,Repairs to D G Set at Shiva Complex and Sangam sub way in ward no 94 ,Shree Vinayaka Electricals,8.0,262528.0,241825.0,20703.0,
094-20-000088,Repairs to D G Set atand UPS System at D C (West) Office in ward no 94,Manoj Enterprises,49.0,409998.0,389968.0,20030.0,
149-20-000074,Repairs to Govt buildings and other BBMP Buildings at Varthur ward No.149,VENUGOPAL K         ,283,1762554.0,1581054.0,181500.0,
110-17-000042,Repairs to HT installations and Oil filtering of Transformers at BBMP head office in ward no 110,SRI LAKSHMI VARADARA,116.0,345004.0,331594.0,13410.0,
057-18-000013,Repairs to ward Office in Ward No.57 ,Shivakumar,238.0,424922.0,404268.0,20654.0,
043-18-000117,Repairs tp patch works in kanteerava nagar in ward no-43 Nandini layout,kridl,459.0,499873.0,442526.0,57347.0,
